KENOID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
809;7.7.1998;28;15;16;19;24;26;27;29;34;45;46;50;54;55;56;60;62;63;68;76;79
810;8.7.1998;28;3;4;5;13;15;16;18;21;29;34;38;39;43;47;58;64;65;68;74;80
811;9.7.1998;28;4;6;10;11;12;25;29;30;32;38;41;44;62;63;72;74;77;78;79;80
812;10.7.1998;28;3;6;15;21;22;27;30;35;38;39;41;42;45;47;50;53;55;66;74;76
813;11.7.1998;28;17;18;24;28;31;38;44;49;50;53;60;61;69;71;72;74;75;77;78;80
814;13.7.1998;29;9;10;16;20;21;23;25;31;33;36;39;44;45;55;62;66;67;73;78;80
815;14.7.1998;29;5;7;8;15;22;30;33;39;49;50;52;53;54;59;63;68;73;75;76;78
816;15.7.1998;29;2;6;9;13;17;18;23;24;28;30;42;46;57;59;67;71;75;78;79;80
817;16.7.1998;29;5;7;8;9;12;14;18;19;24;26;27;28;40;55;56;58;59;66;68;78
818;17.7.1998;29;1;8;12;13;14;16;23;24;27;39;41;44;48;49;60;65;70;76;78;79
819;18.7.1998;29;1;7;10;14;25;31;35;36;37;43;44;45;50;53;65;69;70;71;74;75
820;20.7.1998;30;2;8;9;16;17;20;26;34;36;42;47;48;53;55;56;57;64;65;66;73
821;21.7.1998;30;5;8;11;14;20;23;26;29;34;38;43;47;51;52;56;62;65;66;77;80
822;22.7.1998;30;1;3;13;26;27;29;38;40;48;52;53;55;56;62;65;67;69;75;77;78
823;23.7.1998;30;3;7;10;12;13;16;21;24;36;40;46;50;52;55;58;62;63;74;76;80
824;24.7.1998;30;1;6;7;11;17;26;29;30;31;46;48;54;58;62;65;69;72;73;79;80
825;25.7.1998;30;1;13;14;16;25;29;30;31;37;38;44;48;50;59;67;69;71;72;74;76
826;27.7.1998;31;1;8;12;19;25;26;30;31;33;34;38;39;40;41;47;50;54;57;64;72
827;28.7.1998;31;2;11;14;16;21;25;28;29;33;36;38;40;41;47;48;49;55;58;61;71
828;29.7.1998;31;4;5;12;13;25;33;40;47;52;54;55;58;61;63;64;65;67;69;71;76
829;30.7.1998;31;12;19;22;23;34;36;39;41;42;44;50;51;55;58;61;62;65;73;75;80
830;31.7.1998;31;6;12;19;21;24;29;35;37;42;44;46;49;58;59;61;66;72;74;77;79
831;1.8.1998;31;3;4;6;18;19;29;31;39;40;46;52;60;61;63;64;67;70;74;76;79
832;3.8.1998;32;3;5;7;12;17;18;23;24;25;26;31;32;33;45;48;51;61;65;77;80
833;4.8.1998;32;3;7;10;14;20;21;27;32;33;39;43;49;50;51;62;66;70;71;78;79
834;5.8.1998;32;7;11;12;14;16;17;21;32;33;47;48;62;63;69;71;72;73;75;77;78
835;6.8.1998;32;2;6;7;18;19;22;26;33;36;41;46;47;54;56;59;61;70;75;76;80
836;7.8.1998;32;2;3;6;7;10;12;15;18;20;22;23;30;37;48;49;52;53;67;70;74
837;8.8.1998;32;1;5;6;7;10;12;16;25;34;35;38;42;43;50;55;61;65;66;68;69
838;10.8.1998;33;3;14;21;25;30;35;36;39;40;43;45;51;55;58;61;71;74;75;79;80
839;11.8.1998;33;11;17;21;25;32;34;35;37;39;50;55;58;59;61;63;67;68;72;75;76
840;12.8.1998;33;12;14;19;22;25;26;38;41;43;44;45;48;50;51;59;60;72;75;76;78
841;13.8.1998;33;2;4;8;14;15;16;18;19;28;30;38;49;51;52;53;59;65;69;70;71
842;14.8.1998;33;2;4;5;11;14;15;19;27;31;35;36;40;42;45;46;47;53;56;66;69
843;15.8.1998;33;8;20;24;26;31;32;35;38;42;44;49;53;58;59;62;68;70;72;73;76
844;17.8.1998;34;4;5;7;11;12;24;25;29;30;35;36;43;44;49;52;61;67;68;75;80
845;18.8.1998;34;2;5;7;17;18;20;30;35;39;40;46;48;50;51;60;61;65;68;69;79
846;19.8.1998;34;1;8;19;24;26;33;35;36;38;41;42;48;52;53;56;62;67;68;74;75
847;20.8.1998;34;3;5;7;11;16;17;33;34;35;40;43;45;47;54;63;67;69;70;73;78
848;21.8.1998;34;4;7;9;10;14;19;26;29;32;38;41;46;47;53;57;59;62;66;69;71
849;22.8.1998;34;1;5;13;14;15;16;26;29;30;35;39;48;54;58;59;66;67;70;75;76
850;24.8.1998;35;5;16;23;25;26;30;33;35;43;44;45;47;49;54;56;57;71;76;77;80
851;25.8.1998;35;1;10;18;20;27;31;32;39;40;44;49;52;57;59;61;65;71;73;75;80
852;26.8.1998;35;2;4;6;8;11;15;19;20;21;22;24;30;34;36;46;47;53;63;65;75
853;27.8.1998;35;6;16;19;20;31;34;35;47;49;53;55;56;57;58;61;65;67;68;70;79
854;28.8.1998;35;2;3;4;12;16;20;32;35;36;41;51;53;55;58;61;66;70;73;77;80
855;29.8.1998;35;9;10;13;15;27;30;32;35;41;44;45;47;52;54;57;58;72;73;74;75
856;31.8.1998;36;4;5;9;15;16;17;19;20;21;24;30;36;37;41;45;47;48;58;60;71
857;1.9.1998;36;1;2;6;13;14;17;23;24;29;32;33;34;44;47;48;49;65;66;75;79
858;2.9.1998;36;9;13;15;21;25;28;33;37;40;46;54;60;65;66;67;74;75;76;78;80
859;3.9.1998;36;4;6;7;11;12;15;21;22;25;26;34;39;40;41;49;59;61;63;69;74
860;4.9.1998;36;3;7;10;22;25;26;37;41;48;49;52;55;60;63;66;69;73;74;79;80
861;5.9.1998;36;2;4;7;10;16;29;33;34;38;39;40;41;48;53;55;56;60;63;71;80
862;7.9.1998;37;3;4;7;11;13;32;35;36;40;43;48;49;51;59;60;65;71;72;76;77
863;8.9.1998;37;2;6;9;10;12;19;20;22;36;38;40;41;45;48;49;55;66;68;72;73
864;9.9.1998;37;8;10;14;16;22;27;32;35;37;38;41;42;50;56;61;66;67;68;69;70
865;10.9.1998;37;1;2;4;13;16;23;24;33;39;47;57;60;62;63;64;65;70;72;79;80
866;11.9.1998;37;1;2;5;8;9;10;15;18;20;23;28;32;37;43;54;61;62;67;78;80
867;12.9.1998;37;6;11;15;17;22;25;26;27;31;32;33;34;40;48;49;66;68;69;73;79
868;14.9.1998;38;12;14;15;16;22;24;29;37;38;45;48;52;53;56;57;64;68;69;70;76
869;15.9.1998;38;1;2;16;18;19;20;25;29;33;37;44;47;52;53;58;61;64;73;76;78
870;16.9.1998;38;4;14;15;22;24;40;41;47;51;52;53;57;59;60;61;64;68;72;76;80
871;17.9.1998;38;6;7;11;12;13;15;19;24;33;35;36;37;40;44;45;53;57;65;69;75
872;18.9.1998;38;9;12;15;19;20;29;34;37;39;41;42;43;44;50;54;65;66;67;70;80
873;19.9.1998;38;1;5;6;9;15;16;17;21;22;28;29;31;35;60;61;62;65;74;75;77
874;21.9.1998;39;13;14;18;21;22;27;30;37;39;43;48;49;50;51;61;65;66;71;73;80
875;22.9.1998;39;4;6;8;13;14;15;17;19;45;52;53;55;58;59;61;62;63;64;72;77
876;23.9.1998;39;1;5;7;18;24;25;29;32;43;46;47;48;51;52;53;56;62;68;70;71
877;24.9.1998;39;4;5;7;11;16;17;18;20;21;24;37;46;48;49;53;54;67;68;69;70
878;25.9.1998;39;4;5;6;7;18;25;26;28;29;35;37;40;50;54;59;69;70;71;77;79
879;26.9.1998;39;1;4;5;7;11;13;16;19;29;32;37;39;47;58;60;63;64;66;68;70
880;28.9.1998;40;6;11;12;13;14;23;24;27;30;31;36;40;41;47;49;55;56;57;70;73
881;29.9.1998;40;2;4;10;17;21;28;31;36;47;49;52;53;56;60;62;69;72;75;76;77
882;30.9.1998;40;4;5;11;12;13;18;19;23;28;38;42;43;49;56;58;63;64;66;67;74
883;1.10.1998;40;3;7;9;17;20;22;23;27;46;48;50;51;53;57;62;68;71;74;75;79
884;2.10.1998;40;6;12;22;25;27;29;32;35;44;45;46;51;54;57;59;60;65;68;70;79
885;3.10.1998;40;4;6;8;12;14;15;17;31;37;39;46;57;61;70;71;73;74;77;79;80
886;5.10.1998;41;1;15;17;34;38;39;40;44;47;55;56;62;63;64;70;72;75;76;77;80
887;6.10.1998;41;8;12;19;20;21;24;25;26;29;30;32;38;39;48;55;56;59;71;74;76
888;7.10.1998;41;4;6;11;12;13;17;20;24;29;31;32;41;43;45;48;60;63;64;66;79
889;8.10.1998;41;10;16;19;26;27;29;31;37;40;51;54;55;56;59;64;71;72;74;77;79
890;9.10.1998;41;5;8;10;11;13;20;26;29;32;33;35;46;47;48;53;54;60;61;66;70
891;10.10.1998;41;2;8;11;12;17;28;31;37;39;43;45;49;54;56;59;67;70;72;74;79
892;12.10.1998;42;5;12;13;16;17;26;29;30;31;36;41;57;58;60;66;67;68;75;76;79
893;13.10.1998;42;2;3;14;23;25;27;28;30;35;36;39;49;63;65;67;71;73;75;79;80
894;14.10.1998;42;3;7;9;15;16;19;20;23;27;33;35;41;42;44;45;50;66;67;77;79
895;15.10.1998;42;11;12;14;16;20;21;27;31;32;34;35;36;37;38;39;52;61;66;69;76
896;16.10.1998;42;3;13;16;18;20;24;28;30;42;44;46;49;53;54;56;60;62;71;72;80
897;17.10.1998;42;13;17;23;26;29;33;34;37;38;41;45;50;53;56;58;65;66;72;75;79
898;19.10.1998;43;3;10;26;28;32;37;45;49;51;53;55;57;60;67;69;71;73;75;77;80
899;20.10.1998;43;9;11;17;20;21;29;30;32;33;39;40;41;47;50;52;55;62;64;65;75
900;21.10.1998;43;10;18;19;20;25;31;33;37;38;39;42;46;48;49;51;53;66;67;70;80
901;22.10.1998;43;1;13;15;17;19;21;24;28;30;33;41;44;45;46;54;55;56;71;76;77
902;23.10.1998;43;4;7;8;10;27;29;32;33;38;48;51;54;58;61;62;63;65;75;76;77
903;24.10.1998;43;2;3;4;18;20;21;24;25;27;36;37;42;43;49;54;57;58;64;66;69
904;26.10.1998;44;1;4;5;10;11;12;15;18;26;27;33;39;46;50;55;56;63;67;69;79
905;27.10.1998;44;1;3;7;10;11;24;29;30;32;35;43;46;48;49;50;52;53;57;58;68
906;28.10.1998;44;4;7;10;14;17;22;23;24;30;33;36;37;44;51;60;64;70;72;76;77
907;29.10.1998;44;1;5;12;13;16;21;24;31;44;46;48;49;54;55;56;58;62;68;69;73
908;30.10.1998;44;2;21;23;24;25;26;28;35;38;39;40;41;42;47;56;59;61;73;76;78
909;31.10.1998;44;4;11;15;18;25;26;27;28;29;35;40;42;43;47;51;52;56;63;66;73
910;2.11.1998;45;1;3;18;21;22;24;25;27;29;31;38;42;45;50;55;63;67;72;73;75
911;3.11.1998;45;3;4;12;18;20;25;26;28;31;33;35;37;38;40;43;47;59;60;64;73
912;4.11.1998;45;7;14;15;16;22;24;27;38;39;43;44;46;49;50;51;53;64;67;73;78
913;5.11.1998;45;2;3;10;14;22;28;30;31;33;43;46;47;51;55;56;66;68;72;75;80
914;6.11.1998;45;4;9;16;20;24;25;30;33;40;42;43;47;54;55;56;57;59;65;68;78
915;7.11.1998;45;2;4;7;10;20;23;24;34;35;37;38;40;48;50;51;52;62;63;72;80
916;9.11.1998;46;2;13;22;27;30;32;34;36;38;39;47;52;54;55;60;62;64;67;75;77
917;10.11.1998;46;1;3;9;11;18;31;38;40;42;45;47;56;61;62;67;68;73;74;77;78
918;11.11.1998;46;3;4;9;10;16;19;26;27;35;38;44;47;48;67;68;70;71;72;77;79
919;12.11.1998;46;1;9;12;13;15;18;24;27;29;32;42;43;45;49;62;64;66;73;75;77
920;13.11.1998;46;1;10;12;14;16;27;30;31;43;45;47;49;50;58;64;65;66;68;71;76
921;14.11.1998;46;2;5;12;15;16;17;21;25;28;29;33;35;39;41;48;61;72;73;77;78
922;16.11.1998;47;3;6;8;9;10;13;20;21;23;34;37;41;42;46;54;60;65;70;74;76
923;17.11.1998;47;4;10;11;17;19;20;36;40;41;43;46;48;52;55;58;60;62;70;71;76
924;18.11.1998;47;2;10;17;18;23;24;27;28;29;32;34;37;41;42;47;50;59;60;67;71
925;19.11.1998;47;1;4;5;7;10;14;21;22;30;32;35;44;50;51;57;60;63;67;75;80
926;20.11.1998;47;3;13;17;19;20;25;27;33;41;42;46;53;56;64;65;67;68;72;73;78
927;21.11.1998;47;1;11;14;17;23;25;26;33;39;42;43;44;48;49;56;57;68;70;71;72
928;23.11.1998;48;19;22;23;26;27;33;37;41;42;44;45;46;49;55;61;63;64;65;66;73
929;24.11.1998;48;3;6;10;14;17;19;20;28;29;30;33;35;45;49;56;58;63;66;73;79
930;25.11.1998;48;2;5;6;9;12;15;18;23;25;27;32;33;39;43;45;48;49;58;78;80
931;26.11.1998;48;2;3;4;7;9;10;14;15;22;27;28;29;45;51;57;68;69;70;74;78
932;27.11.1998;48;8;11;16;17;18;20;24;32;34;35;39;50;55;57;58;61;62;66;69;70
933;28.11.1998;48;5;8;9;14;15;22;24;28;32;33;37;38;43;44;47;57;58;60;65;71
934;30.11.1998;49;1;3;6;7;8;15;18;23;34;37;39;44;46;54;58;59;64;70;74;76
935;1.12.1998;49;6;7;15;17;19;30;32;35;41;47;52;53;55;56;61;63;66;70;74;79
936;2.12.1998;49;1;3;5;8;9;27;28;32;36;39;42;44;51;52;56;57;58;60;61;64
937;3.12.1998;49;2;3;10;21;22;25;26;27;32;40;51;52;56;59;61;63;65;67;71;74
938;4.12.1998;49;1;4;9;10;15;17;23;24;29;46;47;48;50;53;59;60;65;67;72;74
939;5.12.1998;49;1;8;10;12;14;15;21;25;32;33;34;37;44;57;58;71;72;73;75;79
940;7.12.1998;50;4;15;16;21;29;31;36;44;48;49;58;59;61;66;70;73;74;75;79;80
941;8.12.1998;50;1;5;9;11;14;17;19;20;24;29;45;46;50;51;61;67;69;74;79;80
942;9.12.1998;50;3;4;5;7;11;21;26;27;33;34;37;38;49;51;53;54;56;64;65;66
943;10.12.1998;50;2;5;9;12;17;18;19;21;25;27;29;34;38;43;50;63;65;68;76;80
944;11.12.1998;50;1;2;5;12;14;16;18;19;20;22;23;30;32;40;42;50;74;75;76;79
945;12.12.1998;50;3;5;8;10;14;15;16;22;28;35;36;41;54;55;63;66;68;72;73;80
946;14.12.1998;51;1;13;18;19;22;24;25;28;33;34;38;39;42;50;58;59;61;69;73;76
947;15.12.1998;51;13;14;16;23;24;30;35;36;37;38;41;45;52;59;62;65;68;71;72;80
948;16.12.1998;51;3;15;19;28;34;36;37;38;41;43;46;48;53;54;58;59;60;61;62;72
949;17.12.1998;51;2;3;10;14;16;17;20;26;33;38;39;40;43;48;50;51;53;55;57;63
950;18.12.1998;51;1;9;10;14;18;20;26;36;39;43;54;57;58;60;61;64;68;69;75;76
951;19.12.1998;51;1;2;18;19;26;34;38;41;42;44;45;46;62;63;64;71;72;73;75;77
952;21.12.1998;52;2;5;10;12;15;18;24;36;38;42;43;45;46;50;51;55;57;59;66;77
953;22.12.1998;52;8;9;13;14;19;22;23;25;27;28;42;49;52;57;58;60;61;66;67;73
954;23.12.1998;52;2;7;14;17;19;23;26;28;32;34;50;51;55;56;57;66;67;70;75;79
955;26.12.1998;52;2;20;28;34;35;39;42;46;49;52;54;58;59;66;69;70;74;76;79;80
956;28.12.1998;53;1;9;13;19;25;35;37;43;44;46;47;48;52;53;55;64;67;70;74;77
957;29.12.1998;53;7;9;12;13;19;21;23;29;31;37;39;40;42;44;45;53;60;62;65;68
958;30.12.1998;53;1;2;7;9;13;16;19;22;24;27;34;42;45;48;58;60;61;70;71;74
959;31.12.1998;53;2;8;12;13;16;18;19;20;23;25;26;31;33;37;38;39;48;70;73;80
